,nama_band,genre,nama_album,tipe,tgl_rilis,judul_lagu,track_popularity,durasi,energy,danceability,tempo,instrumentalness,loudness,speech,liveness,valence
136,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,Dancing Cow,0,430340,0.875,0.843,128.006,0.713,-9.657,0.156,0.173,0.609
137,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,Sativation,0,449524,0.804,0.801,126.008,0.821,-9.979,0.0626,0.535,0.473
138,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,Alejandria,0,321643,0.491,0.781,121.022,0.921,-16.385,0.0573,0.0921,0.553
139,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,La Esencia,0,457143,0.636,0.796,125.991,0.886,-10.965,0.0992,0.119,0.499
140,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,Kabila,0,570968,0.904,0.847,124.015,0.633,-6.421,0.0581,0.275,0.871
141,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,El Arrecife,0,338571,0.893,0.852,125.003,0.752,-7.375,0.13,0.0665,0.714
142,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,Sweet Smoke,0,460800,0.786,0.812,125.016,0.873,-6.982,0.0629,0.0544,0.357
143,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,Addictive Flower - Albert Alonso Remix,0,405714,0.635,0.823,126.014,0.882,-9.339,0.132,0.077,0.576
144,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,Ole - Dani Ferna Remix,0,403810,0.866,0.811,126.002,0.869,-6.559,0.052,0.198,0.572
145,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,Get Down,0,372202,0.666,0.756,124.003,0.771,-10.132,0.0528,0.0501,0.513
146,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,El Gaitero - Eros Molina Remix,0,422400,0.992,0.707,125.005,0.554,-8.299,0.0509,0.107,0.6
147,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']",Four Years Recordings,compilation,2014-10-10,La Galleta - Ian Force Pornoman Remix,0,402681,0.718,0.758,124.002,0.165,-12.293,0.0589,0.0323,0.743
148,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Detox,0,429166,0.847,0.846,127.993,0.917,-8.002,0.18,0.283,0.0399
149,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Charge,0,409156,0.967,0.644,131.964,0.874,-7.539,0.0694,0.258,0.0427
150,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Cosmic Leap,0,491128,0.469,0.851,129.993,0.851,-10.678,0.306,0.259,0.0389
151,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Gigatron,0,404271,0.965,0.722,132.986,0.838,-7.702,0.0818,0.112,0.411
152,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Devil's Wish - Fresh Otis Remix,0,472477,0.834,0.762,127.996,0.918,-4.896,0.0556,0.665,0.322
153,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Impact,0,450273,0.744,0.776,129.002,0.904,-12.684,0.157,0.134,0.0266
154,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Spring,0,419109,0.689,0.823,126.008,0.899,-7.783,0.14,0.414,0.3
155,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Town of Shadows,0,406204,0.597,0.856,130.056,0.926,-13.548,0.136,0.123,0.0549
156,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Evil Intent,0,488516,0.671,0.507,127.981,0.738,-10.409,0.0304,0.282,0.147
157,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Heavy Blow,0,467409,0.892,0.684,127.99,0.924,-6.307,0.0604,0.392,0.607
158,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Techorse,0,312242,0.761,0.802,127.967,0.898,-7.218,0.0505,0.115,0.186
159,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Amazing Track,0,408790,0.465,0.705,127.981,0.947,-17.13,0.0527,0.111,0.154
160,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Bullfrog,0,458162,0.868,0.722,127.999,0.947,-10.06,0.0406,0.113,0.032
161,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Alpha,0,425796,0.681,0.818,128.01,0.324,-10.908,0.314,0.102,0.313
162,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Suffocation,0,532010,0.871,0.453,122.99,0.812,-6.569,0.0386,0.118,0.23
163,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Bad Morning,0,488803,0.86,0.649,124.007,0.785,-10.213,0.0543,0.296,0.384
164,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Inwardly,0,375275,0.819,0.746,127.994,0.0551,-8.945,0.192,0.162,0.0577
165,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Plague,0,428434,0.923,0.681,130.007,0.891,-6.697,0.0668,0.279,0.141
166,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Skuba Luba,0,405629,0.918,0.569,130.005,0.906,-7.101,0.0409,0.135,0.125
167,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Fuckin' Trippy,0,360934,0.748,0.705,133.975,0.853,-6.152,0.0582,0.083,0.256
168,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Trip to Bratislava - Amir Razanica Remix,0,389172,0.888,0.541,123.99,0.962,-10.026,0.0352,0.121,0.0347
169,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Rollin Tekno,0,431229,0.816,0.892,127.999,0.737,-7.265,0.215,0.0609,0.316
170,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Fanatek - Dolby D Remix,0,486975,0.722,0.438,129.978,0.916,-8.48,0.0349,0.0962,0.0767
171,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Interference,0,459520,0.657,0.699,130.01,0.865,-8.947,0.0334,0.27,0.048
172,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Different,0,413597,0.597,0.717,130.007,0.4,-9.373,0.0666,0.107,0.0775
173,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Masterpiece,0,409182,0.893,0.777,127.006,0.908,-7.537,0.0575,0.0757,0.726
174,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Be a Man - Mozzy Remix,0,259918,0.718,0.693,129.989,0.926,-7.476,0.0848,0.0954,0.206
175,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Wild Cat - Stevie Rose Remix,0,518818,0.873,0.536,129.989,0.926,-7.092,0.0355,0.142,0.0953
176,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Voodoo,0,365740,0.651,0.799,128.008,0.931,-8.831,0.0522,0.0605,0.421
177,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Black,0,383974,0.847,0.781,138.03,0.943,-13.073,0.0866,0.107,0.234
178,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Dark Satellite,0,356571,0.528,0.564,131.988,0.904,-9.869,0.0682,0.549,0.148
179,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,3rd Bardo,0,391602,0.731,0.651,126.995,0.825,-8.9,0.071,0.356,0.453
180,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Separation,0,522318,0.528,0.873,124.999,0.938,-8.627,0.105,0.0294,0.332
181,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Fetish,0,428434,0.526,0.799,126.007,0.916,-12.895,0.0543,0.0942,0.107
182,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Zoombeat,0,419187,0.906,0.612,129.99,0.828,-5.865,0.147,0.575,0.258
183,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Neutral - The Jocker Remix,0,355709,0.866,0.608,134.985,0.84,-10.185,0.0453,0.354,0.481
184,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Classified Guest Room - Lasawers Remix,0,388702,0.93,0.605,126.011,0.868,-6.462,0.038,0.625,0.457
185,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,After Effects,0,350041,0.713,0.657,128.034,0.792,-7.376,0.0315,0.0947,0.22
186,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Elda - Dave Van Guten Remix,0,379899,0.508,0.762,126.994,0.833,-15.347,0.0873,0.125,0.27
187,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Trip to Bratislava - Francesco Bove Remix,0,435200,0.872,0.828,128.01,0.769,-5.883,0.0598,0.122,0.327
188,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Glockenturm,0,378802,0.327,0.812,127.983,0.846,-9.178,0.0759,0.111,0.0344
189,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Loudness,0,400065,0.925,0.656,125.999,0.797,-5.136,0.0422,0.31,0.337
190,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Not War - Enrico Fuerte Remix,0,413597,0.743,0.729,129.988,0.843,-11.692,0.0814,0.111,0.0764
191,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,The Dark Way,0,428042,0.793,0.812,130.037,0.865,-7.615,0.0989,0.365,0.0765
192,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Tragik,0,311014,0.537,0.619,130.025,0.4,-8.247,0.248,0.119,0.271
193,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Flat Noise,0,430916,0.766,0.602,126.997,0.834,-5.395,0.0335,0.0862,0.127
194,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Sclave,0,413597,0.904,0.703,129.997,0.904,-6.496,0.0449,0.0969,0.059
195,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Underground City,0,373394,0.946,0.735,126.026,0.918,-9.978,0.0463,0.159,0.62
196,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Global Industry,0,480993,0.954,0.666,127.994,0.022,-7.21,0.11,0.698,0.0385
197,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 9 (Releases 400 / 449)",compilation,2015-09-05,Deep Space,0,403696,0.797,0.8,127.011,0.871,-10.995,0.0785,0.646,0.125
198,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Fragile - AudioDistraction Remix,0,442540,0.74,0.781,128.002,0.854,-7.059,0.182,0.127,0.437
199,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Darklover,0,502047,0.614,0.825,125.009,0.922,-11.347,0.0701,0.127,0.146
200,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Nervos,0,368692,0.602,0.663,125.01,0.884,-13.145,0.0593,0.124,0.0385
201,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Nothing but Promises,0,393561,0.928,0.777,128.008,0.84,-9.99,0.0796,0.11,0.155
202,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,No Support,0,384758,0.917,0.748,130.002,0.923,-8.45,0.0582,0.103,0.0388
203,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Cheezy,0,600059,0.52,0.612,128.013,0.872,-16.71,0.0443,0.336,0.0827
204,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Invader,0,475899,0.475,0.849,130.019,0.924,-19.114,0.0793,0.111,0.304
205,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Fanatek,0,330632,0.916,0.708,131.979,0.883,-3.993,0.0589,0.0616,0.294
206,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Middle Finger - Dennis Slim Remix,0,465162,0.79,0.603,129.002,0.222,-9.384,0.0743,0.517,0.125
207,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,FModu - Ced.Rec Remix,0,476212,0.59,0.662,124.993,0.914,-10.561,0.0468,0.111,0.202
208,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Chroma Key,0,485042,0.43,0.79,128.02,0.923,-13.502,0.193,0.0973,0.0353
209,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Octopus,0,368692,0.898,0.666,124.991,0.925,-6.375,0.0568,0.106,0.0394
210,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,I Love Techno,0,396460,0.745,0.75,135.0,0.862,-10.056,0.062,0.124,0.269
211,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Vertigo,0,527856,0.545,0.67,125.008,0.931,-12.347,0.0778,0.147,0.378
212,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,A Broken Rhythm,0,352836,0.851,0.721,128.033,0.893,-12.284,0.0464,0.139,0.0582
213,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Hipnosis Consumista,0,454008,0.776,0.757,129.021,0.808,-7.346,0.0741,0.106,0.508
214,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Ghost Drum,0,457561,0.63,0.692,127.99,0.839,-12.294,0.14,0.105,0.149
215,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Fragile - DJ Ogi Remix,0,409652,0.96,0.591,132.998,0.896,-6.118,0.04,0.325,0.163
216,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Fennokraft - Radiant Future Remix,0,443037,0.799,0.624,135.013,0.592,-8.829,0.183,0.0758,0.0722
217,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 19",compilation,2014-08-18,Gladiators,0,538723,0.979,0.546,134.979,0.844,-7.655,0.0316,0.385,0.114
218,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Muahah - Dennis Slim Remix,0,476238,0.848,0.713,126.01,0.864,-7.294,0.0799,0.102,0.0842
219,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Mentally Ill,0,448235,0.675,0.932,128.012,0.59,-8.415,0.0638,0.0557,0.307
220,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Elements of Life,0,480052,0.67,0.774,128.009,0.882,-10.643,0.0714,0.235,0.0366
221,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Geryo,0,435409,0.658,0.665,128.001,0.897,-18.677,0.051,0.111,0.0475
222,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Comsec,0,313757,0.607,0.745,127.008,0.883,-6.277,0.0487,0.108,0.115
223,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Tear5,0,489848,0.605,0.593,130.011,0.93,-15.951,0.071,0.111,0.144
224,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,All About,0,393848,0.661,0.827,128.004,0.855,-5.436,0.0622,0.0994,0.163
225,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Amboss,0,442044,0.564,0.654,136.032,0.911,-9.185,0.0404,0.11,0.164
226,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Celebro,0,390087,0.935,0.695,129.999,0.856,-7.818,0.0402,0.34,0.0266
227,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Hell of a Party,0,433189,0.893,0.672,127.988,0.851,-8.652,0.0732,0.315,0.575
228,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Fragile - AudioDistraction Remix,0,442540,0.74,0.781,128.002,0.854,-7.059,0.182,0.127,0.437
229,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Darklover,0,502047,0.614,0.825,125.009,0.922,-11.347,0.0701,0.127,0.146
230,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Nervos,0,368692,0.602,0.663,125.01,0.884,-13.145,0.0593,0.124,0.0385
231,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Nothing but Promises,0,393561,0.928,0.777,128.008,0.84,-9.99,0.0796,0.11,0.155
232,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,No Support,0,384758,0.917,0.748,130.002,0.923,-8.45,0.0582,0.103,0.0388
233,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Cheezy,0,600059,0.52,0.612,128.013,0.872,-16.71,0.0443,0.336,0.0827
234,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Invader,0,475899,0.475,0.849,130.019,0.924,-19.114,0.0793,0.111,0.304
235,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Fanatek,0,330632,0.916,0.708,131.979,0.883,-3.993,0.0589,0.0616,0.294
236,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Middle Finger - Dennis Slim Remix,0,465162,0.79,0.603,129.002,0.222,-9.384,0.0743,0.517,0.125
237,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,FModu - Ced.Rec Remix,0,476212,0.59,0.662,124.993,0.914,-10.561,0.0468,0.111,0.202
238,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Chroma Key,0,485042,0.43,0.79,128.02,0.923,-13.502,0.193,0.0973,0.0353
239,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Octopus,0,368692,0.898,0.666,124.991,0.925,-6.375,0.0568,0.106,0.0394
240,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,I Love Techno,0,396460,0.745,0.75,135.0,0.862,-10.056,0.062,0.124,0.269
241,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Vertigo,0,527856,0.545,0.67,125.008,0.931,-12.347,0.0778,0.147,0.378
242,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,A Broken Rhythm,0,352836,0.851,0.721,128.033,0.893,-12.284,0.0464,0.139,0.0582
243,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Hipnosis Consumista,0,454008,0.776,0.757,129.021,0.808,-7.346,0.0741,0.106,0.508
244,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Ghost Drum,0,457561,0.63,0.692,127.99,0.839,-12.294,0.14,0.105,0.149
245,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Fragile - DJ Ogi Remix,0,409652,0.96,0.591,132.998,0.896,-6.118,0.04,0.325,0.163
246,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Fennokraft - Radiant Future Remix,0,443037,0.799,0.624,135.013,0.592,-8.829,0.183,0.0758,0.0722
