,nama_band,genre,nama_album,tipe,tgl_rilis,judul_lagu,track_popularity,durasi,energy,danceability,tempo,instrumentalness,loudness,speech,liveness,valence
247,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Gladiators,0,538723,0.979,0.546,134.979,0.844,-7.655,0.0316,0.385,0.114
248,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,The Taste of Nothing,0,359602,0.598,0.737,129.985,0.922,-13.178,0.0639,0.112,0.0391
249,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Surrender,0,419579,0.993,0.56,127.005,0.845,-8.362,0.0781,0.263,0.0758
250,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,The Right Place,0,409051,0.785,0.784,130.002,0.949,-12.202,0.0702,0.111,0.498
251,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Slowly Destructive,0,412317,0.83,0.79,124.012,0.932,-8.295,0.153,0.317,0.172
252,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Lovebeams - Smokybeats Remix,0,346828,0.714,0.753,126.997,0.835,-11.182,0.0554,0.112,0.0397
253,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Wide Noizes,0,401319,0.706,0.645,128.027,0.948,-9.563,0.0416,0.127,0.139
254,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Haphazard,0,323683,0.594,0.727,132.0,0.942,-13.4,0.0486,0.324,0.174
255,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Caderudo,0,486426,0.746,0.773,132.003,0.955,-7.904,0.0333,0.11,0.307
256,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Underworld,0,410436,0.719,0.72,131.002,0.902,-12.462,0.0543,0.0923,0.153
257,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Destroyer,0,491572,0.671,0.665,124.982,0.812,-7.241,0.0749,0.106,0.118
258,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Toxicon,0,442044,0.674,0.818,130.002,0.871,-7.375,0.0592,0.107,0.244
259,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Broken,0,572944,0.807,0.712,124.013,0.119,-7.845,0.108,0.121,0.102
260,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Run to Hell,0,472660,0.982,0.622,130.003,0.903,-8.742,0.0539,0.345,0.367
261,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Girl in the Train,0,379193,0.967,0.632,132.007,0.933,-6.358,0.0465,0.277,0.0398
262,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,The Spin,0,473051,0.895,0.693,136.004,0.899,-8.591,0.035,0.491,0.306
263,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,I Want to F**K You,0,570044,0.938,0.802,128.004,0.853,-7.997,0.0584,0.165,0.0671
264,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Coretekk,0,490867,0.886,0.496,132.996,0.894,-7.9,0.0488,0.374,0.188
265,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Breaking Dead,0,487079,0.992,0.442,134.998,0.911,-7.496,0.0466,0.217,0.037
266,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Yson - Franck Antenucci Remix,0,401424,0.807,0.71,135.001,0.813,-8.567,0.185,0.0826,0.172
267,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","100% Techno Subwoofer Records, Vol. 8 (Releases 350 / 399)",compilation,2015-01-24,Hard Warrior,0,487419,0.961,0.554,139.996,0.00577,-7.325,0.0707,0.0732,0.0569
268,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Detox,0,429166,0.847,0.846,127.993,0.917,-8.002,0.18,0.283,0.0399
269,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Charge,0,409156,0.967,0.644,131.964,0.874,-7.539,0.0694,0.258,0.0427
270,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Cosmic Leap,0,491128,0.469,0.851,129.993,0.851,-10.678,0.306,0.259,0.0389
271,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Gigatron,0,404271,0.965,0.722,132.986,0.838,-7.702,0.0818,0.112,0.411
272,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Devil's Wish - Fresh Otis Remix,0,472477,0.834,0.762,127.996,0.918,-4.896,0.0556,0.665,0.322
273,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Impact,0,450273,0.744,0.776,129.002,0.904,-12.684,0.157,0.134,0.0266
274,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Spring,0,419109,0.689,0.823,126.008,0.899,-7.783,0.14,0.414,0.3
275,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Town of Shadows,0,406204,0.597,0.856,130.056,0.926,-13.548,0.136,0.123,0.0549
276,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Evil Intent,0,488516,0.671,0.507,127.981,0.738,-10.409,0.0304,0.282,0.147
277,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Heavy Blow,0,467409,0.892,0.684,127.99,0.924,-6.307,0.0604,0.392,0.607
278,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Techorse,0,312242,0.761,0.802,127.967,0.898,-7.218,0.0505,0.115,0.186
279,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Amazing Track,0,408790,0.465,0.705,127.981,0.947,-17.13,0.0527,0.111,0.154
280,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Bullfrog,0,458162,0.868,0.722,127.999,0.947,-10.06,0.0406,0.113,0.032
281,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Alpha,0,425796,0.681,0.818,128.01,0.324,-10.908,0.314,0.102,0.313
282,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Suffocation,0,532010,0.871,0.453,122.99,0.812,-6.569,0.0386,0.118,0.23
283,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Bad Morning,0,488803,0.86,0.649,124.007,0.785,-10.213,0.0543,0.296,0.384
284,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Inwardly,0,375275,0.819,0.746,127.994,0.0551,-8.945,0.192,0.162,0.0577
285,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Plague,0,428434,0.923,0.681,130.007,0.891,-6.697,0.0668,0.279,0.141
286,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Skuba Luba,0,405629,0.918,0.569,130.005,0.906,-7.101,0.0409,0.135,0.125
287,Morfem,"['indonesian indie', 'indonesian indie rock', 'indonesian rock']","I Love Subwoofer Records Techno Compilation, Vol. 21 (Greatest Hits)",compilation,2014-10-06,Fuckin' Trippy,0,360934,0.748,0.705,133.975,0.853,-6.152,0.0582,0.083,0.256
288,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Gas,46,213447,0.812,0.607,124.802,0.0,-5.812,0.0431,0.0909,0.683
289,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Rupa,35,239157,0.922,0.422,77.6,8.02e-06,-6.228,0.0926,0.187,0.178
290,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Vegas,37,251262,0.685,0.721,119.993,1.51e-05,-6.599,0.0369,0.305,0.274
291,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Mesin,30,224765,0.955,0.493,134.944,0.0,-5.587,0.0968,0.202,0.532
292,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Syarat,28,333748,0.609,0.608,110.014,0.00693,-7.472,0.0317,0.131,0.212
293,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Telan,35,236127,0.806,0.645,129.974,0.00126,-6.445,0.0437,0.194,0.459
294,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Hayat,37,158153,0.868,0.607,145.011,0.0,-6.436,0.0686,0.218,0.4
295,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Kamis,29,304500,0.4,0.386,130.029,8.92e-06,-9.763,0.0368,0.119,0.161
296,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Fstvlst II,album,2020-06-15,Opus,44,260000,0.556,0.66,99.991,0.0,-10.164,0.0255,0.129,0.411
297,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Orang Orang Di Kerumunan,48,237085,0.818,0.483,194.932,0.000305,-6.264,0.0878,0.489,0.299
298,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Menantang Rasi Bintang,47,265487,0.547,0.617,119.957,6.02e-06,-7.351,0.0311,0.133,0.181
299,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Hujan Mata Pisau,42,274225,0.756,0.552,135.884,2.63e-05,-4.471,0.0394,0.151,0.209
300,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Akulah Ibumu,32,338761,0.547,0.246,68.26,0.0685,-7.405,0.0453,0.106,0.192
301,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Hal Hal Ini Terjadi,31,439621,0.458,0.628,67.915,0.689,-10.343,0.0559,0.162,0.6
302,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Tanah Indah Untuk Para Terabaikan Rusak Dan Ditinggalkan,49,301339,0.747,0.663,119.978,0.000433,-5.708,0.0313,0.272,0.17
303,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Bulan Setan Atau Malaikat,39,304440,0.889,0.561,139.952,0.00526,-4.283,0.0527,0.124,0.249
304,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Satu Terbela Selalu,39,206053,0.891,0.547,169.89,2.42e-05,-4.834,0.091,0.199,0.225
305,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Hari Terakhir Peradaban,40,258141,0.861,0.574,96.987,5.8e-05,-4.65,0.0359,0.0966,0.186
306,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Hits Kitsch,album,2014-09-02,Ayun Buai Zaman,35,318467,0.629,0.376,121.956,0.0,-3.386,0.0327,0.103,0.104
307,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Tua Renta,4,262210,0.399,0.424,101.77,1.07e-06,-8.902,0.0266,0.202,0.174
308,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Change It,8,187584,0.556,0.671,88.983,0.000422,-9.052,0.0401,0.193,0.681
309,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Rat Tua,31,214741,0.817,0.501,102.514,2.49e-05,-7.438,0.0514,0.107,0.476
310,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Plastic Tree,8,253000,0.411,0.578,139.891,0.000106,-9.098,0.0272,0.333,0.288
311,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,LOVEARTH,3,203019,0.79,0.55,170.138,0.27,-8.94,0.0702,0.125,0.387
312,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Salah Mangsa,2,282355,0.472,0.596,135.949,0.818,-11.069,0.039,0.174,0.0731
313,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Kenapa,8,265500,0.591,0.537,165.678,0.0,-8.111,0.0585,0.387,0.566
314,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,House on Fire,9,244529,0.882,0.581,90.001,0.0016,-7.219,0.0532,0.0584,0.69
315,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Polo Nyaba,6,290795,0.787,0.237,164.968,0.835,-7.474,0.124,0.346,0.471
316,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Climate Blues,2,248440,0.667,0.635,119.999,0.152,-9.282,0.0367,0.15,0.268
317,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Bambu Runcing,2,222562,0.523,0.673,145.022,0.493,-10.349,0.0463,0.104,0.183
318,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Sebelum Terlambat,3,219117,0.882,0.533,172.01,0.0646,-8.364,0.0356,0.283,0.852
319,Fstvlst,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Sonic Panic,compilation,2023-11-04,Habisilah Kami untuk yang Terakhir Kali,3,323477,0.691,0.483,136.032,6.04e-05,-7.417,0.0506,0.0927,0.487
320,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,Matimuda,41,302147,0.943,0.332,159.909,0.685,-3.641,0.0509,0.121,0.37
321,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,Monster Karaoke,32,220987,0.896,0.315,154.954,0.000278,-3.151,0.0409,0.165,0.54
322,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,Maha Oke,29,176640,0.879,0.33,139.777,0.763,-1.738,0.0454,0.137,0.359
323,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,Manifesto Postmodernisme,33,265787,0.99,0.431,117.465,3.02e-05,-2.759,0.137,0.276,0.24
324,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,Menangisi Akhir Pekan,45,270640,0.885,0.42,150.062,0.000142,-3.405,0.0361,0.121,0.5
325,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,The Only Way,27,195467,0.87,0.269,185.139,1.29e-05,-3.155,0.0547,0.271,0.528
326,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,120,37,249960,0.979,0.421,135.068,0.000319,-2.094,0.0914,0.0443,0.299
327,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,Resistance Is Futile,26,214440,0.987,0.135,80.017,2.26e-06,-3.07,0.227,0.113,0.403
328,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,Look With Whom I'm Talking To,25,186227,0.873,0.394,77.524,1.81e-05,-4.056,0.0545,0.0632,0.553
329,Jenny,"['indonesian indie', 'indonesian indie rock', 'yogyakarta indie']",Manifesto,album,2009-03-12,Dance Song,26,214333,0.924,0.33,163.058,8.64e-06,-4.328,0.0488,0.192,0.582
330,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,The Modern Age - Rough Trade Version,40,192854,0.787,0.493,160.12,0.00227,-7.712,0.0334,0.253,0.88
331,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Last Nite - Rough Trade Version - The Modern Age B-Side,37,198549,0.745,0.399,207.923,0.0,-7.497,0.0329,0.112,0.514
332,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Hard To Explain,37,224411,0.686,0.407,82.495,0.837,-6.266,0.0558,0.0764,0.662
333,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,New York City Cops (Hard to Explain B-Side),38,209505,0.842,0.52,107.958,4.49e-05,-7.664,0.0352,0.384,0.512
334,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Last Nite,35,193373,0.899,0.624,104.061,0.000137,-5.709,0.0296,0.0975,0.79
335,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,When It Started (Last Nite B-Side),40,175200,0.654,0.721,131.961,0.00392,-8.107,0.0329,0.15,0.903
336,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Someday,35,183487,0.53,0.542,105.981,0.0,-7.468,0.0302,0.361,0.65
337,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,"Alone, Together - Home Recording - Someday B-Side",33,197137,0.643,0.501,143.324,0.209,-7.511,0.0268,0.311,0.637
338,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Is This It - Home Recording - Someday B-Side,35,72664,0.388,0.348,209.063,0.0,-7.232,0.0635,0.192,0.91
339,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,12:51,34,146841,0.863,0.452,145.008,0.796,-3.864,0.0387,0.331,0.58
340,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,The Way It Is - Home Recording - 12:51 B-Side,32,76985,0.994,0.661,133.984,0.783,-6.081,0.127,0.0822,0.161
341,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Reptilia,35,215324,0.645,0.491,158.035,0.693,-5.114,0.0329,0.105,0.756
342,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Modern Girls & Old Fashion Men - Reptilia B-Side,46,218418,0.602,0.507,110.897,0.561,-4.222,0.029,0.0541,0.325
343,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,The End Has No End,33,180048,0.644,0.527,136.007,0.843,-3.727,0.0355,0.32,0.573
344,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,"Clampdown - The End Has No End B-Side / Live at Alexandra Palace, London, UK - Dec. 5, 2003",33,249481,0.417,0.267,148.304,0.593,-5.744,0.0725,0.468,0.492
345,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Juicebox,32,194183,0.984,0.453,155.035,0.00584,-2.376,0.125,0.0844,0.574
346,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Hawaii - Juicebox B-Side,45,232562,0.87,0.301,170.003,0.601,-5.942,0.047,0.272,0.175
347,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Heart In a Cage,32,206429,0.856,0.425,140.058,0.833,-5.135,0.0394,0.377,0.125
348,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,"I'll Try Anything Once (""You Only Live Once"" demo) - Heart In a Cage B-Side",55,194651,0.264,0.468,119.422,0.0109,-9.958,0.0503,0.172,0.324
349,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,You Only Live Once,34,186304,0.907,0.63,120.526,0.599,-2.42,0.0326,0.118,0.968
350,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Singles - Volume 01,album,2023-02-24,Mercy Mercy Me (The Ecology) - You Only Live Once B-Side,35,157920,0.875,0.449,91.956,0.145,-5.347,0.062,0.0664,0.804
351,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,The Adults Are Talking,78,309053,0.749,0.593,164.959,0.106,-5.67,0.0475,0.314,0.649
352,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,Selfless,67,222093,0.679,0.538,121.99,0.00175,-4.297,0.0333,0.0889,0.0888
353,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,Brooklyn Bridge To Chorus,60,235947,0.571,0.628,119.899,9.21e-05,-3.897,0.0628,0.0833,0.467
354,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,Bad Decisions,59,293360,0.922,0.374,153.217,0.204,-3.4,0.056,0.28,0.393
355,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,Eternal Summer,57,375320,0.78,0.617,93.951,0.0112,-4.466,0.0376,0.0833,0.326
356,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,At The Door,57,310373,0.323,0.456,116.903,0.00913,-6.764,0.0318,0.146,0.363
357,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,Why Are Sundays So Depressing,63,275667,0.714,0.579,109.971,0.0269,-4.455,0.0347,0.111,0.299
358,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,Not The Same Anymore,56,337333,0.613,0.353,177.375,0.0123,-5.9,0.031,0.103,0.282
359,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The New Abnormal,album,2020-04-10,Ode To The Mets,66,351787,0.617,0.426,92.002,0.181,-5.423,0.0289,0.101,0.201
360,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,Tap Out,52,222360,0.745,0.737,115.989,0.381,-5.944,0.0351,0.306,0.629
361,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,All The Time,45,181373,0.883,0.403,141.945,0.65,-6.054,0.0745,0.126,0.078
362,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,One Way Trigger,55,242293,0.942,0.516,95.996,0.464,-4.113,0.036,0.116,0.964
363,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,Welcome To Japan,58,230827,0.666,0.705,124.032,0.0149,-7.23,0.0303,0.174,0.646
364,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,80's Comedown Machine,52,298613,0.503,0.488,144.035,0.809,-8.89,0.0326,0.101,0.38
